preprocessed_path,features_path,preprocessed_name,meta_key,species,file,url,local_path,RN,CU,NC,SR,CS,PL,SC,GS,GA,OD,NT,DA,NA,GC,SH,AU,LO,RG,ST,file_no_ext,meta_source_dir,GB,HY,RC,OS,OT,BH,ID,AG,IA,IP,AP,DA_parsed,GA_first,RG_first,group,split
preprocessed\Atlantic_Spotted_Dolphin\6102500O_chunk0.npy,features\Atlantic_Spotted_Dolphin\6102500O_chunk0.npz,6102500O_chunk0,6102500O,Atlantic Spotted Dolphin,6102500O.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102500O.wav,dataset\Atlantic_Spotted_Dolphin\6102500O.wav,6102500O,13:44.800-13:46.130,1,60600,1.33,Pemtek/K-H H3.1 L28,OTF,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F  Whistles; pulsed clicks. Cue times are approximate--original file on CD restreamed with HP filter of 3.1kHz and LP filter of 28kHz. Tape restreamed for use in comparative measurement analysis between Stenella species. Original cuts (61025001-00a) too short (1/10th sec) for analysis--believed to be longer cuts divided up into shorter sections.,04-Feb-2003,10+  BD15F,N38BD15F  W073BD15F,Bear 265,WAW,Sound Cut 1 CD | SHIV,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,BLBD15F | BSBD15F | PUBD15F | FMBD15F | Whistles  BD15F | Pulsed clicks  BD15F,6102500O,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,2003-02-04,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\6102500P_chunk0.npy,features\Atlantic_Spotted_Dolphin\6102500P_chunk0.npz,6102500P_chunk0,6102500P,Atlantic Spotted Dolphin,6102500P.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102500P.wav,dataset\Atlantic_Spotted_Dolphin\6102500P.wav,6102500P,14:47.537-14:48.890,1,60600,1.352,Pemtek/K-H H3.1 L28,OTF,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F  Whistles; pulsed clicks. Cue times are approximate--original file on CD restreamed with HP filter of 3.1kHz and LP filter of 28kHz. Tape restreamed for use in comparative measurement analysis between Stenella species. Original cuts (61025001-00a) too short (1/10th sec) for analysis--believed to be longer cuts divided up into shorter sections.,04-Feb-2003,10+  BD15F,N38BD15F  W073BD15F,Bear 265,WAW,Sound Cut 1 CD | SHIV,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,BLBD15F | BSBD15F | PUBD15F | FMBD15F | Whistles  BD15F | Pulsed clicks  BD15F,6102500P,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,2003-02-04,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\6102500Q_chunk0.npy,features\Atlantic_Spotted_Dolphin\6102500Q_chunk0.npz,6102500Q_chunk0,6102500Q,Atlantic Spotted Dolphin,6102500Q.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102500Q.wav,dataset\Atlantic_Spotted_Dolphin\6102500Q.wav,6102500Q,16:7.974-16:9.425,1,60600,1.451,Pemtek/K-H H3.1 L28,OTF,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F  Whistles; pulsed clicks. Cue times are approximate--original file on CD restreamed with HP filter of 3.1kHz and LP filter of 28kHz. Tape restreamed for use in comparative measurement analysis between Stenella species. Original cuts (61025001-00a) too short (1/10th sec) for analysis--believed to be longer cuts divided up into shorter sections.,04-Feb-2003,10+  BD15F,N38BD15F  W073BD15F,Bear 265,WAW,Sound Cut 1 CD | SHIV,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,BLBD15F | BSBD15F | PUBD15F | FMBD15F | Whistles  BD15F | Pulsed clicks  BD15F,6102500Q,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,2003-02-04,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\6102500R_chunk0.npy,features\Atlantic_Spotted_Dolphin\6102500R_chunk0.npz,6102500R_chunk0,6102500R,Atlantic Spotted Dolphin,6102500R.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102500R.wav,dataset\Atlantic_Spotted_Dolphin\6102500R.wav,6102500R,1211:34.911-12:33.534,11A,60600,58.623,Pemtek/K-H H3.1 L28,OTF,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F  Whistles; pulsed clicks. Cue times are approximate--original file on CD restreamed with HP filter of 3.1kHz and LP filter of 28kHz. Long cut made from digitized tape for 'Best of Stenella frontalis' CD,25-Jun-2003,10+  BD15F,N38BD15F  W073BD15F,Bear 265,WAW,Sound Cut 1 CD | SHIV | Best of Stenella frontalis CD,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,BLBD15F | BSBD15F | PUBD15F | FMBD15F | Whistles  BD15F | Pulsed clicks  BD15F,6102500R,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,2003-06-25,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\6102500R_chunk1.npy,features\Atlantic_Spotted_Dolphin\6102500R_chunk1.npz,6102500R_chunk1,6102500R,Atlantic Spotted Dolphin,6102500R.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102500R.wav,dataset\Atlantic_Spotted_Dolphin\6102500R.wav,6102500R,1211:34.911-12:33.534,11A,60600,58.623,Pemtek/K-H H3.1 L28,OTF,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F  Whistles; pulsed clicks. Cue times are approximate--original file on CD restreamed with HP filter of 3.1kHz and LP filter of 28kHz. Long cut made from digitized tape for 'Best of Stenella frontalis' CD,25-Jun-2003,10+  BD15F,N38BD15F  W073BD15F,Bear 265,WAW,Sound Cut 1 CD | SHIV | Best of Stenella frontalis CD,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,BLBD15F | BSBD15F | PUBD15F | FMBD15F | Whistles  BD15F | Pulsed clicks  BD15F,6102500R,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,2003-06-25,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\6102500R_chunk2.npy,features\Atlantic_Spotted_Dolphin\6102500R_chunk2.npz,6102500R_chunk2,6102500R,Atlantic Spotted Dolphin,6102500R.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102500R.wav,dataset\Atlantic_Spotted_Dolphin\6102500R.wav,6102500R,1211:34.911-12:33.534,11A,60600,58.623,Pemtek/K-H H3.1 L28,OTF,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F  Whistles; pulsed clicks. Cue times are approximate--original file on CD restreamed with HP filter of 3.1kHz and LP filter of 28kHz. Long cut made from digitized tape for 'Best of Stenella frontalis' CD,25-Jun-2003,10+  BD15F,N38BD15F  W073BD15F,Bear 265,WAW,Sound Cut 1 CD | SHIV | Best of Stenella frontalis CD,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,BLBD15F | BSBD15F | PUBD15F | FMBD15F | Whistles  BD15F | Pulsed clicks  BD15F,6102500R,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,2003-06-25,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\6102500R_chunk3.npy,features\Atlantic_Spotted_Dolphin\6102500R_chunk3.npz,6102500R_chunk3,6102500R,Atlantic Spotted Dolphin,6102500R.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102500R.wav,dataset\Atlantic_Spotted_Dolphin\6102500R.wav,6102500R,1211:34.911-12:33.534,11A,60600,58.623,Pemtek/K-H H3.1 L28,OTF,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F  Whistles; pulsed clicks. Cue times are approximate--original file on CD restreamed with HP filter of 3.1kHz and LP filter of 28kHz. Long cut made from digitized tape for 'Best of Stenella frontalis' CD,25-Jun-2003,10+  BD15F,N38BD15F  W073BD15F,Bear 265,WAW,Sound Cut 1 CD | SHIV | Best of Stenella frontalis CD,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,BLBD15F | BSBD15F | PUBD15F | FMBD15F | Whistles  BD15F | Pulsed clicks  BD15F,6102500R,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,2003-06-25,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\6102500R_chunk4.npy,features\Atlantic_Spotted_Dolphin\6102500R_chunk4.npz,6102500R_chunk4,6102500R,Atlantic Spotted Dolphin,6102500R.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102500R.wav,dataset\Atlantic_Spotted_Dolphin\6102500R.wav,6102500R,1211:34.911-12:33.534,11A,60600,58.623,Pemtek/K-H H3.1 L28,OTF,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F  Whistles; pulsed clicks. Cue times are approximate--original file on CD restreamed with HP filter of 3.1kHz and LP filter of 28kHz. Long cut made from digitized tape for 'Best of Stenella frontalis' CD,25-Jun-2003,10+  BD15F,N38BD15F  W073BD15F,Bear 265,WAW,Sound Cut 1 CD | SHIV | Best of Stenella frontalis CD,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,BLBD15F | BSBD15F | PUBD15F | FMBD15F | Whistles  BD15F | Pulsed clicks  BD15F,6102500R,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,2003-06-25,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\6102500R_chunk5.npy,features\Atlantic_Spotted_Dolphin\6102500R_chunk5.npz,6102500R_chunk5,6102500R,Atlantic Spotted Dolphin,6102500R.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102500R.wav,dataset\Atlantic_Spotted_Dolphin\6102500R.wav,6102500R,1211:34.911-12:33.534,11A,60600,58.623,Pemtek/K-H H3.1 L28,OTF,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F  Whistles; pulsed clicks. Cue times are approximate--original file on CD restreamed with HP filter of 3.1kHz and LP filter of 28kHz. Long cut made from digitized tape for 'Best of Stenella frontalis' CD,25-Jun-2003,10+  BD15F,N38BD15F  W073BD15F,Bear 265,WAW,Sound Cut 1 CD | SHIV | Best of Stenella frontalis CD,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,BLBD15F | BSBD15F | PUBD15F | FMBD15F | Whistles  BD15F | Pulsed clicks  BD15F,6102500R,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,2003-06-25,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\61026001_chunk0.npy,features\Atlantic_Spotted_Dolphin\61026001_chunk0.npz,61026001_chunk0,61026001,Atlantic Spotted Dolphin,61026001.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/61026001.wav,dataset\Atlantic_Spotted_Dolphin\61026001.wav,61026001,0  B16:26.2  0:31.047,11A,80000,1.921,Crown/ K-H H38,N,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F  ?plagiodon?   Pulsed whistle.,15-Mar-1994,1  BD15F,N38BD15F  W073BD15F,BEAR 265,WAW,"CD #1, 2 | Shiv",AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,FMBD15F | PUBD15F | Pulsed whistle  BD15F,61026001,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,1994-03-15,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\61026002_chunk0.npy,features\Atlantic_Spotted_Dolphin\61026002_chunk0.npz,61026002_chunk0,61026002,Atlantic Spotted Dolphin,61026002.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/61026002.wav,dataset\Atlantic_Spotted_Dolphin\61026002.wav,61026002,0  B16:26.2  0:32.972,11A,80000,1.797,Crown/ K-H H38,OTF,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F   Pulsed whistles.,14-Mar-1994,2  BD15F,N38BD15F  W073BD15F,BEAR 265,WAW,"CD #1, 2 | Shiv",AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,FMBD15F | PUBD15F | Pulsed whistles  BD15F,61026002,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,1994-03-14,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\61026004_chunk0.npy,features\Atlantic_Spotted_Dolphin\61026004_chunk0.npz,61026004_chunk0,61026004,Atlantic Spotted Dolphin,61026004.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/61026004.wav,dataset\Atlantic_Spotted_Dolphin\61026004.wav,61026004,0  B16:26.2  0:45.612,11A,80000,1.612,Crown/ K-H H38,N,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F   Pulsed whistle.   Good cut.,14-Mar-1994,1  BD15F,N38BD15F  W073BD15F,BEAR 265,WAW,"CD #1, 2 | Shiv",AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,FMBD15F | PUBD15F | Pulsed whistle  BD15F,61026004,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,1994-03-14,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\6102600F_chunk0.npy,features\Atlantic_Spotted_Dolphin\6102600F_chunk0.npz,6102600F_chunk0,6102600F,Atlantic Spotted Dolphin,6102600F.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102600F.wav,dataset\Atlantic_Spotted_Dolphin\6102600F.wav,6102600F,0  B16:26.2  1:37.487,11A,80000,1.665,Crown/ K-H H38,N,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F   Pulsed whistle.  Good cut.,14-Mar-1994,1  BD15F,N38BD15F  W073BD15F,BEAR 265,WAW,"CD #1, 2 | Shiv",AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,FMBD15F | PUBD15F | Pulsed whistle  BD15F,6102600F,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,1994-03-14,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\6102600G_chunk0.npy,features\Atlantic_Spotted_Dolphin\6102600G_chunk0.npz,6102600G_chunk0,6102600G,Atlantic Spotted Dolphin,6102600G.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102600G.wav,dataset\Atlantic_Spotted_Dolphin\6102600G.wav,6102600G,0  B16:26.2  1:39.109,11A,80000,1.682,Crown/ K-H H38,N,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F   Pulsed whistle.  Good cut.,14-Mar-1994,1  BD15F,N38BD15F  W073BD15F,BEAR 265,WAW,"CD #1, 2 | Shiv",AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,FMBD15F | PUBD15F | Pulsed whistle  BD15F,6102600G,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,1994-03-14,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\6102601Y_chunk0.npy,features\Atlantic_Spotted_Dolphin\6102601Y_chunk0.npz,6102601Y_chunk0,6102601Y,Atlantic Spotted Dolphin,6102601Y.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102601Y.wav,dataset\Atlantic_Spotted_Dolphin\6102601Y.wav,6102601Y,0  B16:26.2  3:56.484,11A,80000,1.551,Crown/ K-H H38,N,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F   Pulsed whistle.,14-Mar-1994,1  BD15F,N38BD15F  W073BD15F,BEAR 265,WAW,"CD #1, 2 | Shiv",AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,FMBD15F | PUBD15F | Pulsed whistle  BD15F,6102601Y,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,1994-03-14,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\6102601Z_chunk0.npy,features\Atlantic_Spotted_Dolphin\6102601Z_chunk0.npz,6102601Z_chunk0,6102601Z,Atlantic Spotted Dolphin,6102601Z.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102601Z.wav,dataset\Atlantic_Spotted_Dolphin\6102601Z.wav,6102601Z,0  B16:26.2  4:02.928,11A,80000,1.339,Crown/ K-H H38,N,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F   ?plagiodon?  Pulsed whistle.,14-Mar-1994,1  BD15F,N38BD15F  W073BD15F,BEAR 265,WAW,"CD #1, 2 | Shiv",AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,FMBD15F | PUBD15F | Pulsed whistle  BD15F,6102601Z,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,1994-03-14,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\61026020_chunk0.npy,features\Atlantic_Spotted_Dolphin\61026020_chunk0.npz,61026020_chunk0,61026020,Atlantic Spotted Dolphin,61026020.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/61026020.wav,dataset\Atlantic_Spotted_Dolphin\61026020.wav,61026020,0  B16:26.2  4:04.732,11A,80000,1.424,Crown/ K-H H38,N,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F   ?plagiodon?  Pulsed whistle.,14-Mar-1994,1  BD15F,N38BD15F  W073BD15F,BEAR 265,WAW,"CD #1, 2 | Shiv",AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,FMBD15F | PUBD15F | Pulsed whistle  BD15F,61026020,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,1994-03-14,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\61026021_chunk0.npy,features\Atlantic_Spotted_Dolphin\61026021_chunk0.npz,61026021_chunk0,61026021,Atlantic Spotted Dolphin,61026021.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/61026021.wav,dataset\Atlantic_Spotted_Dolphin\61026021.wav,61026021,0  B16:26.2  4:07.806,11A,80000,1.536,Crown/ K-H H38,N,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F   Pulsed whistle.,14-Mar-1994,1  BD15F,N38BD15F  W073BD15F,BEAR 265,WAW,"CD #1, 2 | Shiv",AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,FMBD15F | PUBD15F | Pulsed whistle  BD15F,61026021,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,1994-03-14,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\6102602I_chunk0.npy,features\Atlantic_Spotted_Dolphin\6102602I_chunk0.npz,6102602I_chunk0,6102602I,Atlantic Spotted Dolphin,6102602I.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102602I.wav,dataset\Atlantic_Spotted_Dolphin\6102602I.wav,6102602I,0  B16:26.2  5:03.586,11A,80000,1.24,Crown/ K-H H38,N,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F   Pulsed whistle.,14-Mar-1994,1  BD15F,N38BD15F  W073BD15F,BEAR 265,WAW,"CD #1, 2 | Shiv",AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,FMBD15F | PUBD15F | Pulsed whistle  BD15F,6102602I,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,1994-03-14,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\6102602J_chunk0.npy,features\Atlantic_Spotted_Dolphin\6102602J_chunk0.npz,6102602J_chunk0,6102602J,Atlantic Spotted Dolphin,6102602J.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102602J.wav,dataset\Atlantic_Spotted_Dolphin\6102602J.wav,6102602J,0  B16:26.2  5:10.932,11A,80000,1.579,Crown/ K-H H38,N,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F   Pulsed whistle.,14-Mar-1994,1  BD15F,N38BD15F  W073BD15F,BEAR 265,WAW,"CD #1, 2 | Shiv",AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,FMBD15F | PUBD15F | Pulsed whistle  BD15F,6102602J,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,1994-03-14,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\6102602K_chunk0.npy,features\Atlantic_Spotted_Dolphin\6102602K_chunk0.npz,6102602K_chunk0,6102602K,Atlantic Spotted Dolphin,6102602K.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102602K.wav,dataset\Atlantic_Spotted_Dolphin\6102602K.wav,6102602K,0  B16:26.2  5:14.288,11A,80000,1.438,Crown/ K-H H38,N,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F   Pulsed whistle.,14-Mar-1994,1  BD15F,N38BD15F  W073BD15F,BEAR 265,WAW,"CD #1, 2 | Shiv",AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,FMBD15F | PUBD15F | Pulsed whistle  BD15F,6102602K,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,1994-03-14,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
preprocessed\Atlantic_Spotted_Dolphin\6102602T_chunk0.npy,features\Atlantic_Spotted_Dolphin\6102602T_chunk0.npz,6102602T_chunk0,6102602T,Atlantic Spotted Dolphin,6102602T.wav,https://whoicf2.whoi.edu/science/B/whalesounds/WhaleSounds/6102602T.wav,dataset\Atlantic_Spotted_Dolphin\6102602T.wav,6102602T,0  B16:26.2  5:41.064,11A,80000,1.79,Crown/ K-H H38,N,Stenella frontalis  BD15F,ANWBD15F,6-Aug-1961  BD15F | AugBD15F  1961BD15F,BD15F   Pulsed whistle.,14-Mar-1994,1  BD15F,N38BD15F  W073BD15F,BEAR 265,WAW,"CD #1, 2 | Shiv",AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,FMBD15F | PUBD15F | Pulsed whistle  BD15F,6102602T,dataset\Atlantic_Spotted_Dolphin,,,,,,,,,,,,1994-03-14,ANWBD15F,AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,ANWBD15F_AX-58 hydrophones | Crown tape recorder | WHOI transistor amplifier,val
